"","Month","GSI","year","month"
"779",2018.11,1.250442289,2018,11
"780",2018.12,1.167595787,2018,12
"781",2019.01,0.8602794165,2019,1
"782",2019.02,1.743641883,2019,2
"783",2019.03,1.655934677,2019,3
"784",2019.04,1.268476434,2019,4
"785",2019.05,1.599444506,2019,5
"786",2019.06,1.215261728,2019,6
"787",2019.07,1.729432223,2019,7
"788",2019.08,1.870714608,2019,8
"789",2019.09,1.925469946,2019,9
"790",2019.1,1.427386513,2019,10
"791",2019.11,1.794371372,2019,11
"792",2019.12,1.947524482,2019,12
"793",2020.01,1.485039463,2020,1
"794",2020.02,1.386070326,2020,2
"795",2020.03,1.666380466,2020,3
"796",2020.04,0.9703855703,2020,4
"797",2020.05,1.239524314,2020,5
"798",2020.06,0.9201841982,2020,6
"799",2020.07,0.862155124,2020,7
"800",2020.08,0.9474480196,2020,8
"801",2020.09,1.548376621,2020,9
"802",2020.1,1.560500409,2020,10
"803",2020.11,1.201531641,2020,11
"804",2020.12,1.174447861,2020,12
"805",2021.01,1.384780837,2021,1
"806",2021.02,1.568281802,2021,2
"807",2021.03,1.400878831,2021,3
"808",2021.04,1.369396176,2021,4
"809",2021.05,1.519348169,2021,5
"810",2021.06,1.414892836,2021,6
"811",2021.07,1.068850984,2021,7
"812",2021.08,1.134734422,2021,8
"813",2021.09,1.332030618,2021,9
"814",2021.1,1.480438358,2021,10
"815",2021.11,1.401168669,2021,11
"816",2021.12,0.5628343758,2021,12
"817",2022.01,0.8739115368,2022,1
"818",2022.02,1.240995464,2022,2
"819",2022.03,1.426061499,2022,3
"820",2022.04,0.8723340955,2022,4
"821",2022.05,1.56573601,2022,5
"822",2022.06,1.525904865,2022,6
"823",2022.07,1.392130133,2022,7
"824",2022.08,1.504596414,2022,8
"825",2022.09,1.46056326,2022,9
"826",2022.1,1.647385655,2022,10
"827",2022.11,1.42336283,2022,11
"828",2022.12,1.146662414,2022,12
