"year","month","weighted_mean_sal_110m","mean_sal_110m","median_sal_110m","sd_sal_110m","max_sal_110m","min_sal_110m"
"1993",1,34.7863829755304,34.8099306014613,34.8216209411621,0.323489571830112,35.6639289855957,33.0606994628906
"1993",2,34.7917741425486,34.7733747217572,34.8200950622559,0.273258681925853,35.4594573974609,33.5215301513672
"1993",3,34.9375449156622,34.893121715456,34.9665832519531,0.352476519160305,35.6852912902832,33.4772796630859
"1993",4,35.0306837443559,35.0086675737132,35.0489807128906,0.288344305494607,35.7173385620117,33.3613090515137
"1993",5,35.2517748987104,35.2430812789649,35.2702407836914,0.185401441521609,35.7936325073242,34.3729972839355
"1993",6,35.3309640113197,35.3416525687031,35.3587455749512,0.181231252082695,36.1400184631348,34.3852043151855
"1993",7,35.3293598878984,35.3417984076644,35.3556938171387,0.136572788605295,35.8119430541992,34.2204055786133
"1993",8,35.2846017757384,35.2865393038079,35.3038101196289,0.133325486802444,35.7539596557617,34.5744209289551
"1993",9,35.305239379509,35.2874484083759,35.3007583618164,0.186734246690357,35.8790855407715,34.7407455444336
"1993",10,35.4253926673033,35.4060328883375,35.4060478210449,0.156605324791878,35.8973960876465,34.9940490722656
"1993",11,35.3860845328046,35.4021319978521,35.4106254577637,0.157280141523302,36.0087890625,34.6278266906738
"1993",12,35.3378903473987,35.3180555199705,35.3282279968262,0.232063658333126,36.1217079162598,33.4208183288574
"1994",1,35.3860545667064,35.4062327039413,35.4411468505859,0.175607984784614,35.9157066345215,34.5210113525391
"1994",2,35.2483585072701,35.2047300732259,35.2397232055664,0.26001344530437,36.1217079162598,34.267707824707
"1994",3,35.3302476266108,35.3145247180923,35.3450126647949,0.182317744923339,35.941650390625,34.1425819396973
"1994",4,35.4640509665004,35.4794163370724,35.5159149169922,0.205816817114945,35.8790855407715,34.4706573486328
"1994",5,35.4645524247201,35.5086721672187,35.5845832824707,0.241455827728824,36.1018714904785,34.0556030273438
"1994",6,35.5388982768969,35.5690225588675,35.622730255127,0.2620243806209,36.6130561828613,34.0968055725098
"1994",7,35.6035721520725,35.6051100354394,35.5891609191895,0.180460785162742,36.3170280456543,34.6491889953613
"1994",8,35.6832515923324,35.6627216488554,35.6639289855957,0.15734602657652,36.225471496582,34.9742126464844
"1994",9,35.6904605851473,35.6777353727757,35.6685066223145,0.150526754391942,36.1735877990723,35.0642433166504
"1994",10,35.5365742372355,35.5356408347607,35.5143890380859,0.120482822598392,36.2529373168945,34.9604797363281
"1994",11,35.5882047486245,35.6024076532744,35.610523223877,0.18362112112099,36.3261833190918,34.9299583435059
"1994",12,35.4062121963325,35.4247115143204,35.4655609130859,0.21422207214396,35.8409385681152,34.3668937683105
"1995",1,35.2445375570023,35.2970517631677,35.3740043640137,0.344412292109067,35.918758392334,33.6085090637207
"1995",2,35.3241908265954,35.3754276735926,35.4564056396484,0.28956684857044,35.918758392334,33.603931427002
"1995",3,35.2412045961353,35.2876158018443,35.3785820007324,0.337168101227145,36.1156044006348,33.4009819030762
"1995",4,35.5315139951459,35.5404384638079,35.573902130127,0.278977787482631,35.9935302734375,33.3094253540039
"1995",5,35.6584878030887,35.6817700745585,35.7219161987305,0.222784734830678,36.074405670166,34.122745513916
"1995",6,35.6549657554115,35.6857031220506,35.718864440918,0.221547820349941,36.0942420959473,33.8679161071777
"1995",7,35.6075641345523,35.6044547188094,35.6059455871582,0.131272167902062,36.1095008850098,34.5164337158203
"1995",8,35.5608447590171,35.5634259183346,35.567798614502,0.123683307229868,36.0789833068848,34.5164337158203
"1995",9,35.4579396895034,35.4665428111538,35.4731903076172,0.13377466833505,35.8775596618652,34.8551902770996
"1995",10,35.5178149801746,35.4973549793357,35.5037078857422,0.151503455630787,36.141544342041,34.8216209411621
"1995",11,35.4207394021267,35.4234032228165,35.4487762451172,0.190939169437491,35.8439903259277,34.4431915283203
"1995",12,35.3113926986758,35.3351225552398,35.3465385437012,0.229878088268821,35.8714561462402,33.8969078063965
"1996",1,35.0677210882313,35.0914784311163,35.1756324768066,0.294554272645796,35.6334114074707,33.0744361877441
"1996",2,35.0347117992478,35.0822718513873,35.1908950805664,0.383241500012583,35.8073654174805,33.0439147949219
"1996",3,34.9372727429623,35.0094267963025,35.0810279846191,0.341815653630142,35.622730255127,33.2453384399414
"1996",4,34.8370991069331,34.9163313544988,35.0505065917969,0.38427923221486,35.5555877685547,33.0606994628906
"1996",5,34.8283588360259,34.9145086098215,34.9955749511719,0.418285002386771,35.6242561340332,33.1263160705566
"1996",6,34.9132373823729,34.946212733218,34.9940490722656,0.399957289888113,35.9614868164062,33.1812477111816
"1996",7,34.8329661439915,34.93630582204,35.0627136230469,0.49304326073485,35.7783737182617,33.2453384399414
"1996",8,34.9136180961878,34.9359853982404,34.9391174316406,0.282465308569164,35.6379890441895,33.6115608215332
"1996",9,34.998079007711,34.9792447207706,35.0169372558594,0.22853782381347,35.718864440918,33.9503173828125
"1996",10,34.9353861606458,34.9626205138988,35.0184631347656,0.272075684452646,35.724967956543,33.6130867004395
"1996",11,34.7731161786449,34.8257181249684,34.8948631286621,0.341903332818931,36.3795890808105,32.9615173339844
"1996",12,34.7917596559555,34.8204876578013,34.8765525817871,0.384701542312317,36.3902702331543,32.9920349121094
"1997",1,35.2235722380181,35.2426559295837,35.2961807250977,0.321778791827367,36.0164184570312,33.6786994934082
"1997",2,34.9710079812652,35.0215506838351,35.0642433166504,0.3175365669713,35.7661666870117,33.3338432312012
"1997",3,34.8640578358508,34.9458709986602,34.9803161621094,0.366922873352358,35.7646408081055,33.5444183349609
"1997",4,34.817767599052,34.8662688160012,34.9070701599121,0.305557797176339,35.5815315246582,33.3384208679199
"1997",5,35.1094974635555,35.1495486189653,35.2015762329102,0.290422962461079,36.0072631835938,33.5718879699707
