"year","month","weighted_mean_sal_78m","mean_sal_78m","median_sal_78m","sd_sal_78m","max_sal_78m","min_sal_78m"
"1993",1,34.1762321182044,34.1950979555276,34.2143020629883,0.472067705206978,35.5357513427734,32.5220489501953
"1993",2,34.2418427827311,34.2263066078054,34.286018371582,0.433879520207239,35.3465385437012,32.6334419250488
"1993",3,34.3521676316374,34.3260157444055,34.3562126159668,0.459862992569082,35.6501960754395,32.5861396789551
"1993",4,34.5727491262681,34.5446587332364,34.5942573547363,0.526665568352569,35.8775596618652,32.7173690795898
"1993",5,34.8718759241235,34.8529187360515,34.9208030700684,0.403975379028555,35.7325973510742,33.2346572875977
"1993",6,34.9979119081281,34.9964912061582,35.0825538635254,0.3785327884927,35.9462280273438,32.9142112731934
"1993",7,35.0426766754466,35.0518313708109,35.1481666564941,0.34021569927801,35.894344329834,32.9996643066406
"1993",8,34.9625314874115,34.9477058134832,35.0169372558594,0.349060312640369,35.7814254760742,33.1751441955566
"1993",9,34.9658353819998,34.9698986430552,35.0016784667969,0.339328004720379,36.0225219726562,33.2667007446289
"1993",10,35.1374106810782,35.1581145232458,35.1268043518066,0.235260260913393,36.0103149414062,34.4737091064453
"1993",11,35.2101066683476,35.2274889656593,35.2793960571289,0.240826662072831,36.0042114257812,34.1822547912598
"1993",12,35.0757836350957,35.051410429788,35.1054420471191,0.365964860276978,36.1079750061035,32.9966125488281
"1994",1,34.991902673554,34.9885063958513,35.0672950744629,0.360675579887556,35.7997360229492,32.6227607727051
"1994",2,34.7968593302176,34.7903514476832,34.7743148803711,0.407986778683689,36.172061920166,32.6899032592773
"1994",3,35.0168997863709,35.0015198731979,35.0718727111816,0.338490187153791,35.9813232421875,33.3338432312012
"1994",4,35.2579902722471,35.2436414043383,35.3480644226074,0.395144669292557,35.8806114196777,33.4345512390137
"1994",5,35.3339016966639,35.3278486485211,35.4182548522949,0.338412691303993,36.3261833190918,33.5062713623047
"1994",6,35.3489264243525,35.3959056310544,35.4640350341797,0.399487751668617,36.6023750305176,33.6680183410645
"1994",7,35.4438484873421,35.4715971241273,35.5403289794922,0.359884856830308,36.3246574401855,34.0052490234375
"1994",8,35.4951885523779,35.4966145132487,35.5143890380859,0.26477873164935,36.1980056762695,34.1395301818848
"1994",9,35.5058903792276,35.4985503409375,35.5037078857422,0.237459156887936,36.400951385498,34.5820503234863
"1994",10,35.3256948447918,35.3461549563721,35.3556938171387,0.260625529847801,36.3872184753418,33.820613861084
"1994",11,35.3812335947956,35.4058334449242,35.4518280029297,0.321392426480248,36.333812713623,33.893856048584
"1994",12,35.0265563207378,35.0252488459841,35.1161231994629,0.354960082501341,35.9218101501465,33.4253959655762
"1995",1,34.7991587381201,34.8078795107374,34.8918113708496,0.456118136805989,35.8363609313965,32.8989524841309
"1995",2,34.9069703731484,34.9675249231273,35.0352478027344,0.509777256285401,35.8836631774902,32.8394432067871
"1995",3,34.8150436625248,34.9033633897249,35.0749244689941,0.590013085354532,36.123233795166,33.0103454589844
"1995",4,35.0804297004061,35.1303474196072,35.2717666625977,0.52621702489489,35.9736938476562,32.9370994567871
"1995",5,35.2405598577499,35.2301303318266,35.3328056335449,0.491432357748533,36.02099609375,32.9508361816406
"1995",6,35.2183089901884,35.21160363866,35.3259391784668,0.493236187932059,36.1369667053223,33.0774879455566
"1995",7,35.242589277372,35.2098000754504,35.3480644226074,0.476847909300739,36.0728797912598,33.0088195800781
"1995",8,35.3734531598527,35.3687934107457,35.4197807312012,0.264190966635985,36.1308631896973,33.953369140625
"1995",9,35.2648250112969,35.280112070544,35.3175468444824,0.238963178482244,35.8867149353027,34.1578407287598
"1995",10,35.2297884431583,35.2412563495827,35.2778701782227,0.264325975158077,36.1430702209473,34.0296630859375
"1995",11,35.1740508768604,35.1765501226228,35.2381973266602,0.305379925841082,35.8378868103027,33.4879608154297
"1995",12,34.8665030804787,34.8684109457608,34.9909973144531,0.410472032633146,35.5113372802734,32.8592796325684
"1996",1,34.5628817588466,34.5533274895622,34.6873359680176,0.494814017162966,35.5281219482422,32.7295761108398
"1996",2,34.5002399106703,34.505455505607,34.6049385070801,0.587735018547584,35.610523223877,32.7845077514648
"1996",3,34.466739046484,34.5106985467692,34.5789985656738,0.595101009256365,35.677661895752,32.8196067810059
"1996",4,34.2872058439568,34.3420447634554,34.4096183776855,0.616470423060311,35.7539596557617,32.5998725891113
"1996",5,34.2550749127062,34.3343007303053,34.3806266784668,0.623446117931926,35.634937286377,32.6136054992676
"1996",6,34.2985445408018,34.3052269992609,34.357738494873,0.620523363844183,35.9874267578125,32.7784042358398
"1996",7,34.2597871778364,34.2853511748775,34.4111442565918,0.716602008425182,35.7509078979492,32.6975326538086
"1996",8,34.3603222487676,34.3969617773614,34.4553985595703,0.471424048042993,35.4243583679199,32.7326278686523
"1996",9,34.4439115294644,34.4141965493389,34.4676055908203,0.483404668889744,35.6440925598145,33.0286560058594
"1996",10,34.422945825149,34.3970935163827,34.4950714111328,0.50858202471066,35.6639289855957,32.7677230834961
"1996",11,34.1673719950756,34.2086582742888,34.273811340332,0.569629565716836,36.2163162231445,32.285530090332
"1996",12,34.04879982874,34.0882449774907,34.116641998291,0.541482776427885,35.4701385498047,32.381664276123
"1997",1,34.4823264152511,34.548269097028,34.6568183898926,0.642222515336917,35.810417175293,32.3221549987793
"1997",2,34.2063834883297,34.2462421024961,34.4599761962891,0.676519448385114,35.2885513305664,32.1802406311035
"1997",3,34.152299418217,34.2342258024799,34.3623161315918,0.685273422527744,35.4457244873047,32.0657997131348
"1997",4,33.9382894001322,34.0044918829819,34.0235595703125,0.531637722734997,35.3602714538574,32.0337524414062
"1997",5,34.3148917130245,34.4305925670535,34.4492950439453,0.587734900171598,35.8439903259277,32.5128936767578
"1997",6,34.6919676453645,34.7406206970653,34.7437973022461,0.390677138973789,36.129337310791,33.0317077636719
"1997",7,34.8628921443649,34.9024502103931,34.9040184020996,0.289199604099429,36.033203125,33.851131439209
